rera_office_number,company_name_en,company_name_ar,trade_licence,status,registration_date,expiry_date,address,phone_office,email_office,website,specialisation_tags,land_specialist_flag,source_url,retrieved_date,pdpl_compliance_note
1166774,NBP REAL ESTATE BROKER L.L.C,,,,,,"Office office 133, Building Cloud Spaces, Circle Mall, Level 2, Jumeirah Village Circle, Circle mall, Dubai,",+971544826114,sarah@newbuildproperties.com,https://www.propertyfinder.ae/en/broker/nbp-real-estate-broker-l-l-c-7319,total_properties:312,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11669,Property Zone Real Estate,,,,,,"Office 2904, Building Regal Tower, Business Bay, regel tower, Dubai, PO Box 12639",+97144312304,deepak@property-zone.ae,https://www.propertyfinder.ae/en/broker/property-zone-real-estate-313,total_properties:14,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11677,Loyal Realty,,,,,,"Office 1312, Building Bayswater Tower, Business Bay, Al Abraj St., Dubai,",+97144522118,avinash@loyaluae.com,https://www.propertyfinder.ae/en/broker/loyal-realty-859,"commercial_listings:3,total_properties:81",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1167923,RNS VACATION HOMES L.L.C,,,,,,"Office -, Building -, Business Bay, -, Dubai, PO Box -",+971563568458,,https://www.propertyfinder.ae/en/broker/rns-vacation-homes-l-l-c-v2-13412,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
1168,BLACK ARROW REALESTAT BROKERS,,,,,,"Office Shop# J7, Building Uptown mirdif Mall, Mirdif, courtyard 2, Dubai, PO Box .",+97143623775,info@blackarrowrealestate.com,https://www.propertyfinder.ae/en/broker/black-arrow-realestat-brokers-221,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11687,Muftah Al Jannah Real Estate,,,,,,"Office Office no 6 3rd floo, Building Stars Business Center, Al Barsha, Al Barsha 1, Dubai,",+971552804954,,https://www.propertyfinder.ae/en/broker/muftah-al-jannah-real-estate-2830,"commercial_listings:1,total_properties:16",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
11691,Al Ayan Real Estate Broker,,,,,,"Office shop, Building Building s4 Spain cluster, International City, ., Dubai,",+971553030652,usman@alayanrealestate.ae,https://www.propertyfinder.ae/en/broker/al-ayan-real-estate-broker-3874,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11707,Al Mirath Real Estates,,,,,,"Office 228, Building Building 7/3 - Matloob, Business Bay, -, Dubai,",+971527466777,info@almirath.ae,https://www.propertyfinder.ae/en/broker/al-mirath-real-estates-4121,"commercial_listings:9,total_properties:365",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11712,Pleasant Real Estate Brokers,,,,,,"Office 208, Building Matloob D Building, Al Safa, SZ, Dubai,",+971558006373,hidayath@pleasantpropertiesdubai.com,https://www.propertyfinder.ae/en/broker/pleasant-real-estate-brokers-976,"commercial_listings:11,total_properties:174",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11716,MidEast Properties L.L.C,,,,,,"Office 802, Building Onyx Tower 2, The Greens, Al Thanyah Third Sheikh Zayed Road, Dubai, PO Box 211741",+97143999208,quaid@me-properties.com,https://www.propertyfinder.ae/en/broker/mideast-properties-l-l-c-865,total_properties:23,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11723,Tasees Real Estate,,,,,,"Office 2nd Floor # 12, Building Al Serkal Building, Deira, Al Ittihad Road, Opposite police station, Dubai,",+971588818888,,https://www.propertyfinder.ae/en/broker/tasees-real-estate-3983,"commercial_listings:3,total_properties:19",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
11734,S Tree,,,,,,"Office 01, Building ICE by STREE, Business Bay, JVT, Dubai,",+971568840219,realestate@stree.ae,https://www.propertyfinder.ae/en/broker/s-tree-7397,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11754,IMAC PROPERTIES REAL ESTATE,,,,,,"Office P1-Shop 14, Building Damac Park Towers, DIFC, Dubai, Dubai,",+97144214337,irfan@imacproperties.com,https://www.propertyfinder.ae/en/broker/imac-properties-real-estate-2550,"commercial_listings:13,total_properties:38",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11760,L I V PROPERTY SERVICES CO. L.L.C,,,,,,"Office 2, Building 26th floor one by Omniyat, Business Bay, Business Bay, Dubai, PO Box na",+971565054571,propertymanagement@liv.ae,https://www.propertyfinder.ae/en/broker/l-i-v-property-services-co-l-l-c-3534,"commercial_listings:3,total_properties:22",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11769,Element One Real Estate Broker,,,,,,"Office Office 2073- Floor 2, Building The binary by Omniyat, Business Bay, BBAY, Dubai,",+971555763234,thasleem@elementone.me,https://www.propertyfinder.ae/en/broker/element-one-real-estate-broker-1484,"commercial_listings:4,total_properties:19",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11775,Smart Realtors,,,,,,"Office 606, Building Sheikh Noura Tower, Barsha Heights (Tecom), NA, Dubai,",+971568060177,yawer@smartrealtors.ae,https://www.propertyfinder.ae/en/broker/smart-realtors-849,"commercial_listings:1,total_properties:49",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11778,Al Amman Properties,,,,,,"Office shop 19, Building Q09, International City, ., Dubai,",+971569192376,adnan@alammanproperties.com,https://www.propertyfinder.ae/en/broker/al-amman-properties-5846,total_properties:26,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11779,Chestertons,,,,,,"Office 1305, Building Marina Plaza, Dubai Marina, -, Dubai, PO Box 283361",+971543069844,andrew.elliott@chestertons.com,https://www.propertyfinder.ae/en/broker/chestertons-957,total_properties:99,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11779,Chestertons International - Commercial,,,,,,,,,https://www.propertyfinder.ae/en/broker/chestertons-international-commercial-9408,"commercial,commercial_listings:382,total_properties:393",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11806,LAND STERLING PROPERTIES L.L.C,,,,,,"Office First Floor- Block B, Building Headquarters, Dubai Silicon Oasis, Dubai,",+971508645736,brokerage@landsterling.com,https://www.propertyfinder.ae/en/broker/land-sterling-properties-l-l-c-1031,"land,total_properties:2",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11814,Christie’s International Real Estate Dubai,,,,,,"Office P03, Building Bay Square - Building 2, Business Bay, -, Dubai, PO Box -",+97144252780,jd@christiesrealestatedubai.com,https://www.propertyfinder.ae/en/broker/christies-international-real-estate-dubai-854,"commercial_listings:3,total_properties:223",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11814,Premier Estates Real Estate Brokers LLC,,,,,,,+97145859074,info@pe-dubai.com,https://www.propertyfinder.ae/en/broker/premier-estates-real-estate-brokers-llc-v2-13187,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11814,SEVEN STONES REAL ESTATE BUYING & SELLING BROKERAGE,,,,,,"Office 905, Building Opal Tower, Business Bay, Burj Khalifa Blvd St, Dubai, PO Box 000",+971505686839,info@sevenstonesdxb.com,https://www.propertyfinder.ae/en/broker/seven-stones-real-estate-buying-selling-brokerage-5908,"commercial_listings:10,total_properties:596",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11826,Ottomans International Property Broker LLC,,,,,,"Office Office 218, Building Barsha Business Center, Al Barsha, Al Barsha 1, Dubai,",+97145616900,silvia@ottomans-uae.com,https://www.propertyfinder.ae/en/broker/ottomans-international-property-broker-llc-880,total_properties:6,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11838,RK Property Real Estate Broker,,,,,,"Office 1905, Building Churchill Tower, Business Bay, BB, Dubai,",+97144239010,inder@rk-re.com,https://www.propertyfinder.ae/en/broker/rk-property-real-estate-broker-3055,total_properties:14,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11843,Awan Properties,,,,,,"Office 415, Building Detroit House, International City, Motorcity, Dubai, PO Box -",+971506796279,salma@awanrealtors.com,https://www.propertyfinder.ae/en/broker/awan-properties-3001,"commercial_listings:2,total_properties:31",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11847,Casa Nostra Real Estate,,,,,,"Office 8C13, Building I-Rise Tower, Barsha Heights (Tecom), Barsha Heights, Dubai, PO Box 0000",+97144385248,anis@casanostra.ae,https://www.propertyfinder.ae/en/broker/casa-nostra-real-estate-934,"commercial_listings:9,total_properties:46",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11855,Crescent Real Estate,,,,,,"Office 810, Building Silver Tower, Business Bay, Al Abraj St., Dubai, PO Box 102885",+971567075500,info@cre.ae,https://www.propertyfinder.ae/en/broker/crescent-real-estate-1468,total_properties:11,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11859,Fandah Properties,,,,,,"Office Bright Corner, Building Meydan Avenue, Meydan Avenue, Nad al Sheba, Dubai,",+97145515708,info@fandah.com,https://www.propertyfinder.ae/en/broker/fandah-properties-2236,"commercial_listings:1,total_properties:13",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11864,Residence Dubai Real Estate,,,,,,"Office 2430, Building The One Tower, Barsha Heights (Tecom), n/a, Dubai,",+97143794833,magnus@residencedubai.com,https://www.propertyfinder.ae/en/broker/residence-dubai-real-estate-902,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11868,Imperial Homes Real Estate Brokers,,,,,,"Office 1713, Building Metropolis Tower, Business Bay, ., Dubai, PO Box 72069",+97144274076,info@imperialhomesdubai.com,https://www.propertyfinder.ae/en/broker/imperial-homes-real-estate-brokers-1078,"commercial_listings:4,total_properties:47",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11878,La Palma Properties,,,,,,"Office 304, Building Barsha Valley Building, Al Barsha, Barsha, Dubai, PO Box 333629",+97144542117,admin@lapalmadubai.com,https://www.propertyfinder.ae/en/broker/la-palma-properties-1014,"commercial_listings:4,total_properties:35",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11887,Dar Al Aqar Real Estate,,,,,,"Office 102, Building Khalifa Juma Al Nabooda Building -, Al Wasl, Sheikh Zayed Rd, Dubai,",+97144211543,aa@daralaqar.com,https://www.propertyfinder.ae/en/broker/dar-al-aqar-real-estate-1256,"commercial_listings:1,total_properties:23",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11892,BACK YARD REAL ESTATE BROKERAGE L.L.C,,,,,,"Office 702, Building Capital Golden Tower, Business Bay, Business Bay, Dubai, PO Box 0000",+97144324220,ahmed@backyard.ae,https://www.propertyfinder.ae/en/broker/back-yard-real-estate-brokerage-l-l-c-2445,total_properties:31,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11898,Top Line Real Estate,,,,,,"Office 1002, Building Tameem House, Barsha Heights (Tecom), -, Dubai, PO Box -",+97144540990,hanif@tlre.ae,https://www.propertyfinder.ae/en/broker/top-line-real-estate-1268,"commercial_listings:1,total_properties:58",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11899,Metropolitan Premium Properties,,,,,,"Office Office 1806, Building Business Bay, Business Bay, AL MANARA TOWER, Dubai, PO Box 0",+971586488888,ceo@mpd.ae,https://www.propertyfinder.ae/en/broker/metropolitan-premium-properties-918,"commercial_listings:33,total_properties:2317",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11899,Metropolitan Premium Properties - Off Plan,,,,,,,,,https://www.propertyfinder.ae/en/broker/metropolitan-premium-properties-off-plan-10783,"off plan,total_properties:21",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11899,Metropolitan Premium Properties - Penthouse.ae,,,,,,,+97143605561,gm@mpdubai.com,https://www.propertyfinder.ae/en/broker/penthouse-ae-powered-by-metropolitan-6344,total_properties:61,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11916,SKYRISE REAL ESTATE BROKERSEST.,,,,,,"Office 322, Building blue bay tower, Business Bay, n/a, Dubai, PO Box n/a",+971554914916,info@skyrise.ae,https://www.propertyfinder.ae/en/broker/skyrise-real-estate-brokersest-8226,total_properties:23,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11917,Driven Properties,,,,,,"Office 101, Building Emaar Square - Building 3, Downtown Dubai, Sheikh Mohammed bin Rashid Blvd, Dubai,",+97142454800,abdullah@driven-properties.com,https://www.propertyfinder.ae/en/broker/driven-properties-948,total_properties:4440,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11927,INSIGHT PROPERTIES L.L.C,,,,,,"Office 15th floor,office 34, Building Blue Bay Tower, Business Bay, Marasi Dr - Business Bay - Dubai, Dubai,",+97148714307,kunal@insight-dubai.com,https://www.propertyfinder.ae/en/broker/insight-properties-l-l-c-2263,total_properties:40,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11929,Springfield Real Estate,,,,,,"Office 105, Building Bay Square Building 2, Business Bay, BB, Dubai, PO Box 127056",+97144542588,farooq@springfield-re.com,https://www.propertyfinder.ae/en/broker/springfield-real-estate-939,"commercial_listings:9,total_properties:300",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1193133,Smart Stays Vacation Homes Rental L.L.C,,,,,,"Office 702, Building Code Business Tower, Al Barsha, Al Barsha, Dubai, PO Box 0000",+971502976054,rafayel@westgatedubai.com,https://www.propertyfinder.ae/en/broker/smart-stays-vacation-homes-rental-l-l-c-7603,total_properties:36,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11940,Capella Properties,,,,,,"Office 3406, Building Latifa Tower, Trade Centre, Sheikh Zayed Road, Dubai,",+971521276342,asim@capellaproperties.ae,https://www.propertyfinder.ae/en/broker/capella-properties-1113,"commercial_listings:5,total_properties:15",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11941,LUXURY CONCIERGE REAL ESTATE BROKER L.L.C - BRANCH,,,,,,"Office A1505, Building Opus Tower, Business Bay, Business Bay, Dubai,",,,https://www.propertyfinder.ae/en/broker/luxury-concierge-real-estate-branch-10316,"commercial_listings:1,total_properties:31",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11941,Luxury Concierge Real Estate,,,,,,"Office A1505, Building Opus Tower, Business Bay, Business Bay, Dubai,",+971569808890,waseem@lcredubai.com,https://www.propertyfinder.ae/en/broker/luxury-concierge-real-estate-983,"commercial_listings:3,total_properties:64",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11956,nu Avenue Real Estate,,,,,,"Office 2102, Building Sidra Tower, Al Sufouh, Al Soufa, Dubai,",+971566776967,solly@nuavenuerealestate.com,https://www.propertyfinder.ae/en/broker/nu-avenue-real-estate-3216,total_properties:119,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11959,Property Boutique Real Estate,,,,,,"Office A1106-042, Building The Opus By Omniyat, Business Bay, The Opus By Omniyat, Dubai,",+97144425434,info@pbredubai.com,https://www.propertyfinder.ae/en/broker/property-boutique-real-estate-1010,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1195963,SMART APT VACATION HOMES RENTAL L.L.C,,,,,,"Office ,,,, Building ,,,, Business Bay, ,,,, Dubai,",+971544421338,info@smartapt.ae,https://www.propertyfinder.ae/en/broker/smart-apt-vacation-homes-rental-l-l-c-8156,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11960,VOGUE PROPERTIES,,,,,,"Office Office 503, Building Emirates Sports Hotel A1, Dubai Sports City, ., Dubai,",+97142826822,nedal@vogueproperties.co.uk,https://www.propertyfinder.ae/en/broker/vogue-properties-1173,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11964,Knight Frank,,,,,,"Office 39th Floor, Building Media One Hotel, Dubai Media City, n/a, Dubai,",+97144512000,tonilou.velasquez@me.knightfrank.com,https://www.propertyfinder.ae/en/broker/knight-frank-1084,total_properties:61,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11964,Knight Frank - Commercial,,,,,,"Office 39th Floor, Building Media One Hotel, Dubai Media City, n/a, Dubai,",+97144267661,kim.ortega@me.knightfrank.com,https://www.propertyfinder.ae/en/broker/knight-frank-commercial-4253,"commercial,commercial_listings:64,total_properties:64",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11977,Assets Real Estate,,,,,,"Office 509, Building Lake Central Tower, Business Bay, ., Dubai, PO Box 0000",+97145587121,info@assets-realestate.com,https://www.propertyfinder.ae/en/broker/assets-real-estate-2105,"commercial_listings:5,total_properties:59",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
11989,Distinct Real Estate,,,,,,"Office 40th floor, Building Citadel Tower, Business Bay, ,, Dubai,",+97142460234,amar@distinct-re.com,https://www.propertyfinder.ae/en/broker/distinct-real-estate-1168,total_properties:55,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12000,Falcon Homes Properties,,,,,,"Office 607, Building Damac Business Tower, Business Bay, ., Dubai,",+971501635432,,https://www.propertyfinder.ae/en/broker/falcon-homes-properties-1854,total_properties:94,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
1201,Coldwell Banker - Dubai Marina,,,,,,"Office Building 2 - G4, Building Diamond 5, Dubai Marina, Dubai, PO Box 73618",+97144220747,j.george@coldwellbanker.ae,https://www.propertyfinder.ae/en/broker/coldwell-banker-dubai-marina-2998,total_properties:35,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1201319,MAI DE LUXE VACATION HOMES RENTAL L.L.C,,,,,,"Office 2, Building 3, Business Bay, 1, Dubai, PO Box 4",+971567710949,alex@la-belle.maison,https://www.propertyfinder.ae/en/broker/mai-de-luxe-vacation-homes-rental-l-l-c-8349,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1201455,Licorne Vacation Homes Rental L.L.C,,,,,,"Office N/A, Building N/A, Downtown Dubai, N/A, Dubai, PO Box 000",+971501233073,ille.wolfaardt@licorne.ae,https://www.propertyfinder.ae/en/broker/licorne-vacation-homes-rental-l-l-c-10389,total_properties:18,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12027,Gold Coast Real Estate,,,,,,"Office 103, Building Golden Gate Building, Bur Dubai, Oud Metha, Dubai,",+97143994944,info@goldcoastuae.ae,https://www.propertyfinder.ae/en/broker/gold-coast-real-estate-2746,"commercial_listings:23,total_properties:89",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12054,LEMAR PROPERTY L.L.C,,,,,,"Office ., Building ., Trade Centre, ., Dubai, PO Box .",+97143430999,,https://www.propertyfinder.ae/en/broker/lemar-property-l-l-c-v2-13054,total_properties:19,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
12063,Canary Island Properties,,,,,,"Office 3K, Building Gold Tower, Jumeirah Lake Towers, -, Dubai,",+97142775709,dev@canaryrealty.com,https://www.propertyfinder.ae/en/broker/canary-island-properties-973,"commercial_listings:15,total_properties:53",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12063,Canary Island Properties - business bay branch,,,,,,"Office 1442, Building Tamani arts tower, Business Bay, Business Bay, Dubai, PO Box Na",+971557890833,harshit@cip-dubai.com,https://www.propertyfinder.ae/en/broker/canary-island-properties-business-bay-branch-2974,"commercial_listings:5,total_properties:12",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12065,MCCONE LIVING HOLIDAY HOMES RENTAL L.L.C,,,,,,,,,https://www.propertyfinder.ae/en/broker/mccone-living-holiday-homes-rental-l-l-c-5337,total_properties:28,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12065,McCone Northern Estates FZ-LLC,,,,,,,+97143806683,sam@mcconeproperties.com,https://www.propertyfinder.ae/en/broker/mccone-northern-estates-fz-llc-7185,total_properties:19,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12065,McCone Properties,,,,,,"Office 305, Building Onyx Tower 2, The Greens, n/a, Dubai,",+97143806683,info@mcconeproperties.com,https://www.propertyfinder.ae/en/broker/mccone-properties-1012,"commercial_listings:18,total_properties:2113",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12076,City Star Real Estate Broker,,,,,,"Office 1605, Building Tameem House, Barsha Heights (Tecom), Street, Dubai, PO Box 119361",+97144323465,md@citystar-dubai.com,https://www.propertyfinder.ae/en/broker/city-star-real-estate-broker-2683,total_properties:44,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12084,VICTORY HOMES REAL ESTATE BROKER,,,,,,"Office 1822, Building Burjuman Business Tower , Burjuman Center, Bur Dubai, Dubai,",+97142526128,prince@victoryhomesre.com,https://www.propertyfinder.ae/en/broker/victory-homes-real-estate-broker-996,"commercial_listings:13,total_properties:27",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12095,A1 PROPERTIES LLC OPC - RAK Branch,,,,,,,,,https://www.propertyfinder.ae/en/broker/a1-properties-llc-opc-rak-branch-7941,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12095,A1 Properties LLC,,,,,,"Office 1702, Building Fairmont Hotel, Trade Centre, SZR, Dubai, PO Box 128805",+971502347245,tina@a1properties.ae,https://www.propertyfinder.ae/en/broker/a1-properties-llc-1119,"commercial_listings:63,total_properties:371",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12108,Banke International Properties,,,,,,"Office 430, Building Emarat Atrium Building, Al Wasl, SZR, Dubai, PO Box 75977",+97143380088,cs@banke.ae,https://www.propertyfinder.ae/en/broker/banke-international-properties-1438,total_properties:635,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12108,Banke International Properties - Al Furjan,,,,,,"Office AWP-RT-23, Building Al Furjan Pavilion West, Al Furjan, Al Furjan Pavilion West - AWP-RT-23, Dubai,",80022653,pfalfurjan@banke.ae,https://www.propertyfinder.ae/en/broker/banke-international-properties-al-furjan-9782,total_properties:125,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12108,Banke International Properties - Commercial,,,,,,"Office 415, Building Emarat Atrium, Al Quoz, Office 415, Emarat Atrium Building - Sheikh Zayed Rd, Dubai,",+971509449161,pfcommercial@banke.ae,https://www.propertyfinder.ae/en/broker/banke-international-properties-commercial-9781,"commercial,commercial_listings:764,total_properties:782",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12108,Banke International Properties - Dubai Creek Harbour,,,,,,"Office Retail 13, Dubai Creek Harbour, South Podium, Ground Floor, Retail 13 - Ras Al Khor - Dubai, Dubai,",80022653,pfcreek@banke.ae,https://www.propertyfinder.ae/en/broker/banke-international-properties-dubai-creek-harbour-9788,total_properties:86,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12109,Al Hilal Property,,,,,,"Office shop 8&9, Building Golden Mile 9, Palm Jumeirah, -, Dubai,",+97145506344,info@alhilalhomes.com,https://www.propertyfinder.ae/en/broker/al-hilal-property-2346,"commercial_listings:3,total_properties:51",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12133,Blue Bay Real Estate,,,,,,"Office 707, Building Blue Bay Tower, Business Bay, Blue Bay Tower, Marasi Drive, Business Bay, Dubai, Dubai, PO Box Blue Bay T",+97144240111,accounts@afoc.mil.ae,https://www.propertyfinder.ae/en/broker/blue-bay-real-estate-369,"commercial_listings:6,total_properties:16",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12139,Katch Middle East Real Estate,,,,,,"Office 2202, Building Crown Plaza, Trade Centre, Sheikh Zayed Road, Dubai,",+97143275066,info@katchrealestate.com,https://www.propertyfinder.ae/en/broker/katch-middle-east-real-estate-2137,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12148,Vardhman Realty,,,,,,"Office 27, Building Al Moosa Tower 2, Al Satwa, NA, Dubai,",+971561342029,info@vardhmanintl.com,https://www.propertyfinder.ae/en/broker/vardhman-realty-1528,"commercial_listings:20,total_properties:86",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1219,Live Dubai International Real Estate Brokers,,,,,,"Office 1008, Building Damac Executive Heights, Al Barsha, ,, Dubai, PO Box 300143",+97144323920,sajjad@livedubai.co.uk,https://www.propertyfinder.ae/en/broker/live-dubai-international-real-estate-brokers-334,"commercial_listings:1,total_properties:75",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12190,FD Global Properties,,,,,,"Office 1604, Building Prime Tower, Business Bay, ..., Dubai,",+971554218943,fahd@fdglobalproperties.com,https://www.propertyfinder.ae/en/broker/fd-global-properties-3573,total_properties:22,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1219736,7 States Living Vacation Homes Rental,,,,,,"Office 1, Building 1, Al Nahda, Al Nahda, Dubai, PO Box 000",+971585250686,ayoub@7statesre.com,https://www.propertyfinder.ae/en/broker/7-states-living-vacation-homes-rental-7337,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1219938,ARBAB HOLIDAY HOMES ARBAB HOLIDAY HOMES,,,,,,"Office 1256, Building Tamani arts, Business Bay, 1, Dubai,",+971586882244,info@arbabhomes.com,https://www.propertyfinder.ae/en/broker/arbab-holiday-homes-arbab-holiday-homes-7618,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12207,H&S Real Estate,,,,,,"Office Showroom 2, Building Grey Square, Al Barsha, ,, Dubai,",+97143639980,haqsons@eim.ae,https://www.propertyfinder.ae/en/broker/hs-real-estate-1164,"commercial_listings:3,total_properties:220",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1221178,Sunscape Vacation Homes Rental L.L.C,,,,,,"Office 812, Building Yes Business Tower, Al Barsha, -, Dubai, PO Box 453305",+971554572007,denis@sunscapedxb.com,https://www.propertyfinder.ae/en/broker/sunscape-vacation-homes-rental-l-l-c-12343,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12215,OSUS REAL ESTATE BROKERAGE L.L.C,,,,,,"Office NA, Building NA, Business Bay, NA, Dubai, PO Box NA",+971564591262,faraaz@osusproperties.com,https://www.propertyfinder.ae/en/broker/osus-real-estate-brokerage-l-l-c-11131,"commercial_listings:3,total_properties:88",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
1225918,Golden Casa Vacation Homes Rental Est.,,,,,,"Office 903D, Building Gate Offices Dubai, Downtown Dubai, Ibn Battuta, Dubai,",+971565796663,hossein@goldencasa.ae,https://www.propertyfinder.ae/en/broker/golden-casa-vacation-homes-rental-est-10652,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
12272,La Beach Home Real Estate,,,,,,"Office 2C, Building Bin Drai building, Downtown Dubai, Umm Ramool, Dubai, PO Box 61975",+971508432267,info@lbhome.ae,https://www.propertyfinder.ae/en/broker/la-beach-home-real-estate-8250,"commercial_listings:47,total_properties:62",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
