rera_office_number,company_name_en,company_name_ar,trade_licence,status,registration_date,expiry_date,address,phone_office,email_office,website,specialisation_tags,land_specialist_flag,source_url,retrieved_date,pdpl_compliance_note
CN-2020650,Shelter Homes Real Estate LLC,,,,,,"Office 214 2nd Floor, Building Al Khaznah Tower, Al Danah, Najdah Street, Abu Dhabi,",+97126711127,info@homesshelter.com,https://www.propertyfinder.ae/en/broker/shelter-homes-real-estate-llc-1857,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2021160,Dimension Real Estate Brokers,,,,,,"Office 35 Floor, Building Sky Tower, Al Reem Island, Shams Abu Dhabi, Abu Dhabi,",+971509076815,klodian@dimensionuae.com,https://www.propertyfinder.ae/en/broker/dimension-real-estate-brokers-2289,total_properties:27,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2062948,Al Zaeem Lel Sharq Al Awsat Real Estate,,,,,,"Office E19 02, Building Reem Developers Building, Al Nahyan Camp, Sultan B. Zayed The First Street, Abu Dhabi, PO Box 0000",+97124433432,ahmed@azcb.co,https://www.propertyfinder.ae/en/broker/al-zaeem-lel-sharq-al-awsat-real-estate-779,"commercial_listings:7,total_properties:662",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2127327,High Land Real Estate,,,,,,"Office 0, Building 0, Al Najda Street, Najda St, Abu Dhabi,",+971559955321,,https://www.propertyfinder.ae/en/broker/high-land-real-estate-7975,"land,commercial_listings:3,total_properties:4",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2160405,Mr Office Businessmen Services Center LLC,,,,,,"Office Office 811G, Building Tamouh Tower, Al Reem Island, Reem Island, Abu Dhabi,",+97124170402,sales@mroffice.ae,https://www.propertyfinder.ae/en/broker/mr-office-businessmen-services-center-llc-4621,"office,commercial_listings:21,total_properties:21",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2217546,Link Home Properties LLC,,,,,,"Office mezzanine, Building chai chilk, Al Wahda, behind falah plaza, Abu Dhabi, PO Box 2238",+97125013222,info@linkhome.ae,https://www.propertyfinder.ae/en/broker/link-home-properties-llc-2528,"commercial_listings:3,total_properties:34",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2234401,PLATINUM VISION REAL ESTATE,,,,,,"Office 1201, Building 19, Al Nahyan, east 25, Abu Dhabi, PO Box 000",+971506613117,hr@platinum-vision.net,https://www.propertyfinder.ae/en/broker/platinum-vision-real-estate-8321,total_properties:35,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2240600,CONRAD HOTEL APARTMENT ETIHAD TOWERS,,,,,,"Office Lobby, Building Etihad Towers, Corniche Area, Cornish, Abu Dhabi, PO Box -",+971504569284,nihan.demir@conradhotels.com,https://www.propertyfinder.ae/en/broker/conrad-hotel-apartment-etihad-towers-11030,"hotel,total_properties:7",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2243486,Copthorne Downtown,,,,,,"Office pearl azore building, Building copthorne down town, City Downtown, Zayed the first street, Abu Dhabi, PO Box 3541",+971504467460,ahmed.kamha@millenniumhotels.com,https://www.propertyfinder.ae/en/broker/copthorne-downtown-8106,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2247477,NEXUS HOMES PROPERTY MANAGEMENT L.L.C.,,,,,,"Office 1771, Building Al gaith, Hamdan Street, 5th, Abu Dhabi, PO Box 108754",+97125089049,,https://www.propertyfinder.ae/en/broker/nexus-homes-property-management-l-l-c-2873,total_properties:48,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2274044,Riayah Properties Management LLC - AUH,,,,,,"Office M1, Building Office Business Center, Hamdan Street, Hamdan St., Abu Dhabi, PO Box 0",+971567979046,info@riayah.ae,https://www.propertyfinder.ae/en/broker/riayah-properties-management-llc-auh-9849,"commercial_listings:1,total_properties:18",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2301096,Royal Lounge Properties,,,,,,"Office 1102, Building Makeen tower, Al Zahiyah, Near Abu Dhabi Mall, Abu Dhabi,",+97126665553,info@royallp.com,https://www.propertyfinder.ae/en/broker/royal-lounge-properties-2623,total_properties:100,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2317107,VIP LINE REAL ESTATE BROKERAGE - L.L.C - S.P.C :,,,,,,"Office -, Building -, Tourist Club Area, Beach rotana, Abu Dhabi, PO Box -",+971505577227,,https://www.propertyfinder.ae/en/broker/vip-line-real-estate-brokerage-l-l-c-s-p-c--11239,total_properties:47,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2363020,Al Sultan International Real Estate LLC,,,,,,"Office East 11, 0, Building East 11, 0: ~, Building, Al Najda Street, Mana Saeed Ahmed Al Otaiba, Abu Dhabi,",+971505926700,sultan.alhusban@alsultanintl.com,https://www.propertyfinder.ae/en/broker/al-sultan-international-real-estate-llc-4431,"commercial_listings:1,total_properties:47",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2473904,Republik Real Estate Management LLC,,,,,,"Office 533, Building Al Ghaith Tower, Al Danah, Hamdan Bin Mohammed, Abu Dhabi,",+97124438140,natalya@rpublik.com,https://www.propertyfinder.ae/en/broker/republik-real-estate-management-llc-356,"commercial_listings:1,total_properties:22",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2519752,Maven Real Estate,,,,,,"Office 0, Building 0, Mohamed Bin Zayed City, 0, Abu Dhabi,",+971564014795,,https://www.propertyfinder.ae/en/broker/maven-real-estate-12500,total_properties:8,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2521518,METROPOLITAN CAPITAL REAL ESTATE - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 706, Building Guardian Office Tower, Danet Abu Dhabi, Sheikh Sultan Bin Zayed Street, Abu Dhabi, PO Box 109531",+97122049700,property@abu-dhabi.realestate,https://www.propertyfinder.ae/en/broker/metropolitan-capital-real-estate-sole-proprietorship-l-l-c-3301,"commercial_listings:7,total_properties:1203",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2544693,Sustainble Homes Real Estate,,,,,,"Office 14, Building Bin Hamoudah Tower, Al Rawdah, Al Khaleej Al Arabi, Abu Dhabi,",+971555538387,h.altamimi@sustainblehomes.ae,https://www.propertyfinder.ae/en/broker/sustainble-homes-real-estate-3530,"commercial_listings:1,total_properties:302",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2599493,Savoy Real Estate Management L.L.C,,,,,,"Office M03, Building Same Karmen Flowers, Defense Road, Defence St., Abu Dhabi,",+971508120061,info@savoy.ae,https://www.propertyfinder.ae/en/broker/savoy-real-estate-management-l-l-c-3316,total_properties:75,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2627577,Maskan Commercial Brokers,,,,,,"Office 2nd Floor, Building FAB Bldg, Al Najda Street, Al Najda, Abu Dhabi,",+971558784950,,https://www.propertyfinder.ae/en/broker/maskan-commercial-brokers-3291,"commercial,total_properties:20",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2671038,PROPERTY SQUARE REAL ESTATE & GENERAL MAINTENANCE,,,,,,"Office 1003, Building Al Ain Ahlia Building, Defense Road, Hamdan St, Abu Dhabi,",+971559311724,info@propsq.com,https://www.propertyfinder.ae/en/broker/property-square-real-estate-general-maintenance-3419,total_properties:41,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2681702,Fibrex Properties,,,,,,"Office Mezanen, Building Mussafah, Mussafah, Musaafah, Abu Dhabi,",+971504695638,properties@fibrex.ae,https://www.propertyfinder.ae/en/broker/fibrex-properties-3864,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2686391,LLJ,,,,,,"Office West Wing, Building Al Jazira Sports & Cultural Club, Al Etihad, 4th Street, Abu Dhabi, PO Box 107729",+97124950500,jane@lljproperty.com,https://www.propertyfinder.ae/en/broker/llj-331,total_properties:114,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2689944,YOUR KEY PROPERTY MANAGEMENT L.L.C.,,,,,,"Office floor 3  office numb, Building millennium tower, Hamdan Street, hamdan street, Abu Dhabi,",+971544517999,,https://www.propertyfinder.ae/en/broker/your-key-property-management-l-l-c-3429,total_properties:115,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2698858,Seashore Properties & Building Maintenance,,,,,,"Office 301, Building villa 38, Mohamed Bin Zayed City, city zone 25, Abu Dhabi,",+971556670550,saidh@seashoreabudhabi.com,https://www.propertyfinder.ae/en/broker/seashore-properties-building-maintenance-3443,total_properties:43,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2702231,Quality Finder Real Estate Management,,,,,,"Office M 01, Building same building habib bank, Al Falah City, al falah city, Abu Dhabi,",+971522429902,,https://www.propertyfinder.ae/en/broker/quality-finder-real-estate-management-3436,total_properties:31,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2734449,The Property Hub LLC,,,,,,"Office Office 3rd Floor, Building Al Khalidiya, Al Khalidiya, Same Al Manara Pharmacy/Subway Bldg, Abu Dhabi, PO Box .",+971504453223,ruba@tph.abudhabi,https://www.propertyfinder.ae/en/broker/the-property-hub-llc-8141,total_properties:29,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2753144,Unique Homes WorldWide Properties LLC,,,,,,"Office 19th Floor, Building Landmark Tower, Corniche Area, Corniche Road, Abu Dhabi, PO Box 00000",+971549981998,m.aljbour@uhpae.com,https://www.propertyfinder.ae/en/broker/unique-homes-worldwide-properties-llc-5906,total_properties:222,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2787196,WEALTH FINDER FINANCIAL AND REAL ESTATE BROKERAGE - L.L.C.,,,,,,"Office 204, Building Salam HQ Building - Canon building, Al Salam Street, 30826 AUH, Abu Dhabi, PO Box 00000",+971502051916,contact@wealthfinder.ae,https://www.propertyfinder.ae/en/broker/wealth-finder-real-estate-5166,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2797722,AVISON YOUNG PROPERTY,,,,,,"Office 0, Building Bldg. No 7, Al Nahyan Camp, Al Hadbah Street, Abu Dhabi, PO Box 0",+97122042111,info@zmsproperties.ae,https://www.propertyfinder.ae/en/broker/avison-young-property-3937,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2800273,Bramwell & Partners Real Estate Management LLC,,,,,,"Office 305, Building Sama Tower, Hamdan Street, Hamdan St., Abu Dhabi,",+971564947631,mike@bramwellre.com,https://www.propertyfinder.ae/en/broker/bramwell-partners-real-estate-management-llc-4034,total_properties:69,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2830210,Mars Real Estate LLC AUH,,,,,,"Office 503, Building Land Mark Plaza Pharmacy, Muroor Area, -, Abu Dhabi, PO Box -",+971562329605,info@mymarsrealestate.com,https://www.propertyfinder.ae/en/broker/mars-real-estate-llc-auh-3886,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2832576,Open Home Properties L.L.C.,,,,,,"Office 21, Building Business Avenue, Al Salam Street, Salam Street, Abu Dhabi,",+971503696842,info@ohp-abudhabi.com,https://www.propertyfinder.ae/en/broker/open-home-properties-l-l-c-4928,"commercial_listings:3,total_properties:284",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2847934,Abraj Al Marina Real Estate,,,,,,"Office 33, Building Sector 33, Khalifa City, Al Forsan, Abu Dhabi, PO Box NA",+971502651117,,https://www.propertyfinder.ae/en/broker/abraj-al-marina-real-estate-9984,"commercial_listings:1,total_properties:3",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2859359,AL HASSAN PROPERTY MANAGEMENT - L.L.C. - S.P.C,,,,,,"Office ME 06, Building 0, Mussafah, Mussafah, Abu Dhabi, PO Box 0",+971569399835,,https://www.propertyfinder.ae/en/broker/al-hassan-property-management-l-l-c-s-p-c-12662,total_properties:14,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2968535,Esteem Real Estate Management LLC,,,,,,"Office Office 12, Building M13, Mussafah, Mussafah 13, Abu Dhabi,",+971505170042,,https://www.propertyfinder.ae/en/broker/esteem-real-estate-management-llc-4091,"commercial_listings:44,total_properties:44",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-2971735,ABC Properties,,,,,,"Office 901, Building Makeen Tower, Al Zahiyah, nahyan, Abu Dhabi,",+971505110772,william@abcrealestate.ae,https://www.propertyfinder.ae/en/broker/abc-properties-4086,total_properties:122,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-2997221,Accommodator Property Management L.L.C.,,,,,,"Office 5th Floor, 513, Building Max home Business Center, Muroor Area, 01, Abu Dhabi,",+971504078600,,https://www.propertyfinder.ae/en/broker/accommodator-property-management-l-l-c-6406,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3637677,Providential Properties Management,,,,,,"Office 201, Building Al Mariah Tower, Airport Road, Airport Road, Abu Dhabi,",+971545578633,mh@providentialproperties.ae,https://www.propertyfinder.ae/en/broker/providential-properties-management-4104,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3646671,Reign Real Estate LLC,,,,,,"Office 1803, Building Business Tower D, Electra Street, Electra Street, Abu Dhabi, PO Box 000",+971543266000,vijay@reignestates.com,https://www.propertyfinder.ae/en/broker/reign-real-estate-llc-4116,total_properties:18,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3676849,TENANTS CHOICE PROPERTY MANAGEMENT & GENERAL MAINTENANCE L.L.C.,,,,,,"Office 906, Building Zigzag, Tourist Club Area, Tourist Club Area, Abu Dhabi,",+971544520033,pm@tenantschoice.ae,https://www.propertyfinder.ae/en/broker/tenants-choice-property-management-general-maintenance-l-l-c-7205,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3697613,Rose Island Real estate,,,,,,"Office 2nd Floor, Building Al Zubara Building, Al Salam Street, Salam Street, Abu Dhabi, PO Box 000",+971523004178,,https://www.propertyfinder.ae/en/broker/rose-island-real-estate-4172,total_properties:260,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3701291,BENAA ALMOSTAQBAL PROPERTY,,,,,,"Office 0, Building Oud Al Touba, Al Jimi, Ali Bin Abi Talib, Al Ain, PO Box 0",+971509000265,,https://www.propertyfinder.ae/en/broker/benaa-almostaqbal-property-6962,"commercial_listings:3,total_properties:6",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3727493,Forsah Real Estate Brokerage,,,,,,"Office 8, Building Tamouh Bldg, Al Reem Island, Marina Square St., Abu Dhabi,",+971505223903,,https://www.propertyfinder.ae/en/broker/forsah-real-estate-brokerage-5946,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3741896,IRealtor Real Estate,,,,,,"Office 0, Building 0, Mussafah, M04, Abu Dhabi,",+971557443822,aysha@i-realtor.ae,https://www.propertyfinder.ae/en/broker/irealtor-real-estate-6828,total_properties:84,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3742435,Kennedy Property - Abu Dhabi,,,,,,"Al Raha Beach, Abu Dhabi,",+97128864215,info@kennedyproperty.com,https://www.propertyfinder.ae/en/broker/kennedy-property-abu-dhabi-5090,total_properties:27,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3762725,Mi Casa - Abu Dhabi,,,,,,"Office 0, Building Al Masood Building, Al Najda Street, Al Najda Street, Abu Dhabi,",+971556262662,,https://www.propertyfinder.ae/en/broker/mi-casa-abu-dhabi-4261,total_properties:18,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3762819,Murjan Asfar Real Estate Management,,,,,,"Office 000, Building ooo, Airport Road, Airport Road, Abu Dhabi, PO Box 3535",+971564147160,gabriela@murjanrealestate.com,https://www.propertyfinder.ae/en/broker/murjan-asfar-real-estate-management-6027,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3766152,Paddock Real Estate LLC,,,,,,"Office -, Building -, Rawdhat Abu Dhabi, -, Abu Dhabi, PO Box -",+971564223672,a.saad@paddockre.com,https://www.propertyfinder.ae/en/broker/paddock-real-estate-llc-4686,"commercial_listings:3,total_properties:16",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3769628,ONWANI PROPERTIES,,,,,,"Office 1601, Building Sheikha Jamila Tower, Airport Road, Airport Road, Abu Dhabi, PO Box 000",+971554841810,alaa@onwanimortgage.ae,https://www.propertyfinder.ae/en/broker/onwani-properties-6478,"commercial_listings:1,total_properties:64",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3815335,Address Point Properties LLC,,,,,,"Office 10, Building al fanar bldng, Muroor Area, muroor area, Abu Dhabi,",+971564148841,marketing@approperties.ae,https://www.propertyfinder.ae/en/broker/address-point-properties-llc-5084,total_properties:35,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3821469,Hero Real Estate,,,,,,"Office 2601, Building Shining Tower, Al Khalidiya, Mubarak Bin Mohammed St, Abu Dhabi, PO Box 0000",+971543330606,tasneem@herorealestate.ae,https://www.propertyfinder.ae/en/broker/hero-real-estate-4555,total_properties:101,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3833806,Al Mira Real Estate,,,,,,"Office office 1501, Building Massoud, Al Najda Street, Najda Street, Abu Dhabi,",+971528050666,,https://www.propertyfinder.ae/en/broker/al-mira-real-estate-4337,"commercial_listings:3,total_properties:396",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3840821,Al Anaam Real Estate,,,,,,"Office Al Jarneen Tower, Building M03, Al Khalidiya, Same as Wanasa Building, Abu Dhabi,",+971563316166,,https://www.propertyfinder.ae/en/broker/al-anaam-real-estate-5313,"commercial_listings:1,total_properties:3",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3843550,HYDE PARK REAL ESTATE,,,,,,"Office 1202, Building Spar, Al Najda Street, Al Najda, Abu Dhabi,",+971558557100,info@hydeparkae.com,https://www.propertyfinder.ae/en/broker/hyde-park-real-estate-8119,"commercial_listings:2,total_properties:18",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3857290,RAJAS PROPERTIES AND GENERAL MAINTENANCE - L.L.C,,,,,,"Office 4th Floor, Building Ahmed Al Mazrouei Building, Al Nahyan, Al Nahyan, Abu Dhabi,",+971529982909,info@rajasproperties.com,https://www.propertyfinder.ae/en/broker/rajas-properties-and-general-maintenance-l-l-c-8656,total_properties:20,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3861750,Real Living Real Estate and General Maintenance,,,,,,"Office 09, Building marina squar, Al Reem Island, 87, Abu Dhabi, PO Box 0",+971543787301,contact@realliving.ae,https://www.propertyfinder.ae/en/broker/real-living-real-estate-and-general-maintenance-6698,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3869580,M Dot H Real Estate,,,,,,"Office 1, Building emirates development bank, Defense Road, Defense Road, Abu Dhabi,",+971507362095,info@mhre.ae,https://www.propertyfinder.ae/en/broker/m-dot-h-real-estate-4417,"commercial_listings:1,total_properties:14",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3884714,Top Closers Real Estate,,,,,,"Office 06, Building Building 14, Near Remal Mall, Al Ain Industrial Area, al ain industrial, Al Ain,",+97137553401,support@topclosers.ae,https://www.propertyfinder.ae/en/broker/top-closers-real-estate-4398,total_properties:51,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3902782,THE FIRST BRICK PROPERTIES AND GENERAL MAINTENANCE,,,,,,"Office N/A, Building N/A, Tourist Club Area, Tourist Club, Abu Dhabi,",+971561606467,,https://www.propertyfinder.ae/en/broker/the-first-brick-properties-and-general-maintenance-9181,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3904620,HOME CITY REAL ESTATE - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office Office 204, Building Twin Residence , Tower B, Madinat Zayed, Madinat AL riyad, Abu Dhabi,",+971501002933,,https://www.propertyfinder.ae/en/broker/home-city-real-estate-sole-proprietorship-l-l-c-7750,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3905612,Corniche Lake Properties,,,,,,"Office 1st Floor, Building Budget Lane, Corniche Area, Khalifa Bin Zayed The First, Abu Dhabi,",+971501722406,,https://www.propertyfinder.ae/en/broker/corniche-lake-properties-5159,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3906999,Capital Avenue Real Estate,,,,,,"Office Floor MZ, Building Al Sahel Towers Block B, Corniche Area, Al Quds Street, Abu Dhabi, PO Box 0000",+971506222754,rachad@thecapitalavenue.com,https://www.propertyfinder.ae/en/broker/capital-avenue-real-estate-4425,"commercial_listings:3,total_properties:379",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3908753,BLOOMFIELDS FACILITIES MANAGMENT,,,,,,,+971542528418,inquiry@bfliving.com,https://www.propertyfinder.ae/en/broker/bloomfields-facilities-managment-12570,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3908753,Bloomfields,,,,,,"Office 103, Building Montazah Tower, Al Bateen, Khalidiyah St - W10, Abu Dhabi, PO Box 0000",+971542528418,info@bloomfieldsfm.com,https://www.propertyfinder.ae/en/broker/bloomfields-5769,total_properties:113,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3923971,Awal for Real Estate,,,,,,"Office 401|402, Building Salam HQ Tower, Al Zahiyah, Al Salam St, Abu Dhabi,",+971502295656,,https://www.propertyfinder.ae/en/broker/awal-for-real-estate-4750,total_properties:43,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3932381,Marvel Avengers Real Estate,,,,,,"Office 0000, Building mazyada mall offices, Mohamed Bin Zayed City, mohamed bin zayed city, Abu Dhabi,",+971586222914,,https://www.propertyfinder.ae/en/broker/marvel-avengers-real-estate-8079,"commercial_listings:1,total_properties:28",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3939411,Start Investment,,,,,,"Office Office 26, Building Behind delma mall, Mussafah, Icad, Abu Dhabi, PO Box 0000",+971563936361,,https://www.propertyfinder.ae/en/broker/start-investment-5860,"investment,total_properties:13",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-3990375,Oia Properties,,,,,,"Office 104, Building Guardian tower, Muroor Area, Muroor road, Abu Dhabi,",+971553370329,info@oiaproperties.com,https://www.propertyfinder.ae/en/broker/oia-properties-6443,"commercial_listings:3,total_properties:558",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-3990388,Deals Experts Real Estate,,,,,,"Office 23, Building Al Wahda Commercial Tower, Al Wahda, Al Wahda St., Abu Dhabi,",+971559716446,info@dere.ae,https://www.propertyfinder.ae/en/broker/deals-experts-real-estate-4549,total_properties:324,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4008653,Grand Investment Real Estate,,,,,,"Office 706, Building Alpha, Al Salam Street, Salam, Abu Dhabi,",+971509862986,,https://www.propertyfinder.ae/en/broker/grand-investment-real-estate-5977,"investment,total_properties:56",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4015529,Sand Seekers Real Estate LLC,,,,,,"Office 2202, Building ADCB Commercial Tower A, Mohamed Bin Zayed City, Zayed Street, Abu Dhabi,",+971509495053,,https://www.propertyfinder.ae/en/broker/sand-seekers-real-estate-llc-6793,total_properties:88,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4038654,THE H REAL ESTATE,,,,,,"Office 101, Building 0, Al Salam Street, Khalifa park, Abu Dhabi, PO Box 0",+971527390590,info@thehr.ae,https://www.propertyfinder.ae/en/broker/the-h-real-estate-7075,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4065246,Nara Real Estate,,,,,,"Office 506, Building Salam headquarters Building, Al Zahiyah, Salam St., Abu Dhabi,",+971569246363,,https://www.propertyfinder.ae/en/broker/nara-real-estate-4687,"commercial_listings:2,total_properties:44",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-4081709,Belmonte Real Estate,,,,,,"Office OFFICE 1, Building BC21, Abu Dhabi Gate City, al nahyan, Abu Dhabi, PO Box -",+971527866900,info@belmonte-uae.com,https://www.propertyfinder.ae/en/broker/bel-monte-real-estate-9359,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4140175,House To Own Real Estate Management LLC,,,,,,"Office Office 1103, Building Salam HQ Building, Al Salam Street, Salam Streem, Abu Dhabi,",+97125468388,info@h2o-properties.ae,https://www.propertyfinder.ae/en/broker/house-to-own-real-estate-management-llc-4981,total_properties:136,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4148059,Primesto Properties Management,,,,,,"Office 886, Building Ghaith Tower, Hamdan Street, Hamdan, Abu Dhabi, PO Box 000",+971524352020,admin@primestoproperties.ae,https://www.propertyfinder.ae/en/broker/primesto-properties-management-4814,total_properties:32,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4159568,Beauty Homes Real Estate,,,,,,"Office 01, Building Al Remah Tower, Al Khalidiya, Al khaldiya, Abu Dhabi,",+971568991368,frank.c@beautyhomesuae.com,https://www.propertyfinder.ae/en/broker/beauty-homes-real-estate-6487,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4173187,X AND Y PROPERTY - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 702, Building Al Khazna Tower, Al Najda Street, -, Abu Dhabi, PO Box -",+971505627790,ibrahim@xyprops.com,https://www.propertyfinder.ae/en/broker/x-and-y-property-sole-proprietorship-l-l-c-11255,total_properties:40,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-4197901,Silver wave Properties LLC,,,,,,"Office 10 floor, office1012, Building galleria cafe, Al Nahyan Camp, nahyan, Abu Dhabi, PO Box 0000",+971581311200,info@swproperties.llc,https://www.propertyfinder.ae/en/broker/silver-wave-properties-llc-4918,total_properties:43,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
